name,country_code,region,city,industry,employee_range,employee_count_est,company_age_years,founded_year,ipo_status,is_active,is_for_profit,cb_rank,has_funding,funding_total_usd,num_funding_rounds,last_funding_type,last_funding_year,fin_num_investors,it_spend_usd,active_tech_count,builtwith_num_technologies_used,semrush_visits_latest_month,monthly_visits_growth,num_contacts,num_employee_profiles,num_news,num_investors,num_acquisitions,num_current_positions,website,contact_email,contact_phone,active_hiring,recent_funding_event,web_visits_30d,email_engagement_score,crm_completeness_pct,days_since_last_contact,reply_rate_pct,deal_potential_usd,intent_score,last_contact_channel,lead_score,converted
Onebanc,US,Unknown,Little Rock,Banking,101-250,175.0,5.0,2019.0,private,1,1,260599.0,0,0,0,none,,0,321440.0,11.0,11.0,1587.5,-0.120360248,20.0,0,5.0,1.0,1.0,1.0,http://onebanc.com,,(50███370███00,1,0,1592,31.3,64.5,340,14.4,116386,70.2,LinkedIn,47.43,1
Owl Data Solutions,IN,AS,Hyderabad,Analytics,11-50,30.0,13.0,2011.0,private,1,1,238704.0,0,0,0,none,,0,195183.5,8.0,8.0,1587.5,-0.120360248,5.0,2,3.0,1.0,1.0,2.0,http://www.owldatasolutions.com/,inf███wld███sol█████████m,+09███861███81,0,0,1813,26.4,36.9,56,1.05,25244,41.0,Event,28.41,0
LOLA,US,Unknown,New York,Consumer,11-50,30.0,10.0,2014.0,private,1,1,7901.0,1,70200000,7,series_unknown,2022.0,28,284528.0,88.0,88.0,110490.0,1.657798518,41.0,6,56.0,28.0,1.0,6.0,https://www.mylola.com/#!/,hel███ylo███com█████████ylo█████████,+1 ███-23███970███,1,0,110502,69.3,69.7,217,15.92,34491,74.7,Email,70.21,1
New York Credit Union Association,US,Unknown,Albany,Banking,101-250,175.0,7.0,2017.0,private,1,1,76148.0,0,0,0,none,,0,1622785.0,44.0,44.0,1049.0,2.267912773,18.0,0,3.0,1.0,1.0,1.0,https://www.nycua.org,,(51███437███00,1,0,1195,40.0,53.0,106,13.75,168858,55.2,Email,46.66,1
Rosewood Capital,US,Unknown,San Francisco,Banking,1-10,5.0,39.0,1985.0,private,0,1,36408.0,0,0,0,none,,0,195183.5,13.0,13.0,1587.5,-0.120360248,1.0,1,3.0,1.0,1.0,1.0,http://www.rosewoodcap.com/,,141███211███,0,0,1589,13.5,20.0,303,5.56,17047,49.8,,15.45,0
Finply,US,Unknown,Potomac,Finance,1-10,5.0,4.0,2020.0,private,1,1,895082.0,0,0,0,none,,0,195183.5,2.0,2.0,1587.5,-0.120360248,2.0,0,1.0,1.0,1.0,1.0,https://www.finply.io,tea███inp███io,,0,0,1635,22.7,55.0,172,4.22,21521,50.5,Event,28.87,0
GreenPeak Technologies,NL,EU,Utrecht,Internet,51-100,75.0,20.0,2004.0,private,1,1,407830.0,1,31344566,3,series_b,2009.0,6,195183.5,9.0,9.0,78.0,-0.120360248,5.0,0,21.0,6.0,1.0,1.0,http://www.greenpeak.com,,31 ███ 62███57,0,1,84,26.8,36.8,218,18.24,53803,50.3,LinkedIn,50.45,1
ACP Immo,FR,EU,Saint-grégoire,Property Development,11-50,30.0,25.0,1999.0,private,1,1,2839694.0,0,0,0,none,,0,195183.5,7.0,7.0,7393.0,0.048652482,5.0,0,3.0,1.0,1.0,1.0,https://www.acp-immo.fr,inf███cp-███o.f███,+33███ 52███ 35██████,0,0,7395,24.8,48.0,246,6.39,38007,50.0,,31.69,0
Nanchang Daxue Kejiyuan Development,CN,AS,Jiangxi,Unknown,Unknown,30.0,14.0,,private,1,1,181930.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,,,,0,0,1615,33.3,43.3,217,8.91,36746,46.3,LinkedIn,28.35,0
Hubei University,CN,AS,Wuhan,Unknown,Unknown,30.0,14.0,,private,1,0,9913.0,0,0,0,none,,0,195183.5,32.0,32.0,417506.0,1.729778679,5.0,1,5.0,1.0,1.0,1.0,http://www.hubu.edu.cn/,,,0,0,417597,43.3,54.1,30,2.38,72350,48.3,Email,38.61,0
George Weston Foods,AU,OC,Ryde,Bakery,10001+,15000.0,14.0,,private,1,1,300993.0,1,158873,1,grant,2024.0,1,195183.5,5.0,5.0,2317.0,-0.444497722,584.0,4,10.0,1.0,1.0,4.0,https://www.gwf.com.au/,,+61███157███,0,1,2322,36.6,83.2,46,21.98,7513267,55.2,Event,64.12,1
JUST Egg,US,Unknown,Alameda,Food and Beverage,101-250,175.0,13.0,2011.0,private,1,1,168686.0,1,0,1,series_f,2021.0,1,1552477.0,7.0,7.0,1587.5,-0.120360248,5.0,0,20.0,1.0,1.0,1.0,https://www.ju.st/,wec███@ju███,+1-███-42███637███,1,1,1589,32.3,42.1,133,32.6,212926,77.0,Phone,70.83,1
Ophirex,US,Unknown,Corte Madera,Biotechnology,11-50,30.0,9.0,2015.0,private,1,1,43033.0,1,53481445,2,series_b,2023.0,1,76744.0,2.0,2.0,448.0,3.307692308,12.0,1,11.0,1.0,1.0,1.0,https://www.ophirex.com,,,1,0,465,57.1,42.5,107,8.58,19560,48.3,Email,51.46,1
HOOG,CN,AS,Gushan,Industrial,51-100,75.0,14.0,,private,1,1,2023034.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.thespillcontainment.com,hoo███c@t███pil█████████ent██████,+86███3 5███ 82███,1,0,1605,40.6,50.4,71,19.88,49449,31.2,Email,40.62,0
PEAK,TH,AS,Bangkok,Accounting,11-50,30.0,10.0,2014.0,private,1,1,87089.0,1,500000,2,series_a,2021.0,4,195183.5,22.0,22.0,404844.0,-0.199829231,1.0,1,4.0,4.0,1.0,1.0,https://peakaccount.com,inf███eak███ine██████,+66███636███919███,0,0,404889,36.2,25.8,326,15.28,27267,41.5,LinkedIn,34.46,0
"Cook Inlet Region, Inc.",US,Unknown,Anchorage,Banking,101-250,175.0,14.0,,private,1,1,27773.0,0,0,0,none,,0,266777.0,19.0,19.0,2827.0,-0.542260363,98.0,0,1.0,1.0,1.0,1.0,http://ciri.com,inf███iri███m,(80███764███74,0,0,2910,38.5,85.2,107,4.56,101462,42.7,,39.69,0
Claremont,GB,EU,Warrington,Construction,101-250,175.0,47.0,1977.0,private,1,1,554351.0,0,0,0,none,,0,911077.0,26.0,26.0,1764.0,1.47752809,78.0,0,3.0,1.0,1.0,1.0,https://www.claremontgi.com/,hel███cla███ont█████████,+44███192███284██████,0,0,1782,47.9,71.2,308,4.14,133140,49.6,Email,37.86,0
Byrne Dental,US,Unknown,Rapid City,Dental,Unknown,30.0,31.0,1993.0,private,1,1,2475186.0,0,0,0,none,,0,7720.0,1.0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.byrnedental.com,,1 (███) 2███313███,0,0,1912,36.6,54.0,271,3.93,26367,26.4,Email,24.99,0
Holla Cab Services Nigeria Limited,NG,AF,Lekki,Information Technology,11-50,30.0,7.0,2017.0,private,1,1,867769.0,1,0,3,seed,2017.0,0,195183.5,16.0,16.0,1587.5,-0.120360248,5.0,2,8.0,1.0,1.0,2.0,https://holla.ng,inf███oll███g,+23███600███48,0,0,1615,43.1,45.3,170,8.1,25498,52.3,LinkedIn,37.33,0
Hawk,US,Unknown,Providence,Analytics,1-10,5.0,6.0,2018.0,private,1,1,506246.0,0,0,0,none,,0,79010.0,4.0,4.0,1587.5,-0.120360248,5.0,0,13.0,1.0,1.0,1.0,https://usehawk.com,hel███seh███.co███,,0,0,1599,25.9,49.2,115,7.55,8084,32.1,Event,28.63,0
Reich Water Solutions,DE,EU,Escheburg,Leisure,Unknown,30.0,14.0,,private,1,1,103569.0,0,0,0,none,,0,195183.5,1.0,1.0,1446.0,-0.582683983,5.0,0,3.0,1.0,1.0,1.0,https://reich-watersolutions.com/,inf███eic███eb.██████,+49███277███305███,0,0,1447,34.1,44.7,328,0.0,56867,25.9,LinkedIn,22.84,0
Heist,CA,Unknown,Toronto,FinTech,11-50,30.0,12.0,2012.0,private,1,1,1381718.0,0,0,0,none,,0,195183.5,5.0,5.0,1587.5,-0.120360248,5.0,0,4.0,1.0,1.0,1.0,http://heistmade.com,hel███hei███ade██████,,1,0,1601,34.5,30.0,73,10.67,31790,41.6,LinkedIn,40.63,0
Aceiss,US,Unknown,New Canaan,Cyber Security,1-10,5.0,3.0,2021.0,private,1,1,50344.0,1,3250000,1,seed,2022.0,3,195183.5,1.0,1.0,1587.5,-0.120360248,2.0,0,2.0,3.0,1.0,1.0,https://www.aceiss.com/,,,0,0,1599,30.0,34.7,255,7.54,52810,28.9,LinkedIn,27.7,0
United Financial Holdings,CN,AS,Futian,Finance,Unknown,30.0,23.0,2001.0,private,1,1,202780.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,,,,0,0,1672,15.5,49.4,80,4.27,28330,44.4,Email,28.59,0
PCMShaper,IN,AS,Nagercoil,CMS,1-10,5.0,11.0,2013.0,private,0,1,2896422.0,0,0,0,none,,0,195183.5,18.0,18.0,1587.5,-0.120360248,5.0,1,26.0,1.0,1.0,1.0,https://pcmshaper.com,sup███t@p███hap█████████,,1,0,1627,37.4,45.3,267,9.17,19117,59.4,Phone,38.26,0
IXI,US,Unknown,Mclean,Consulting,1-10,5.0,31.0,1993.0,private,0,1,266037.0,0,0,0,none,,0,195183.5,13.0,13.0,1587.5,-0.120360248,5.0,0,18.0,1.0,1.0,1.0,http://www.ixicorp.com,,703███8.3███,0,0,1590,12.1,53.4,127,12.5,14336,42.0,Email,22.4,0
Viola Private Equity,IL,AS,Herzliya,Unknown,51-100,75.0,24.0,2000.0,private,1,0,41067.0,0,0,0,none,,0,195183.5,50.0,50.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.viola-group.com,,,1,0,1613,33.6,47.2,325,11.0,48093,61.6,,42.27,1
PENSIONS,DK,EU,Hellerup,Advice,1-10,5.0,10.0,2014.0,private,1,1,1278098.0,0,0,0,none,,0,274864.0,18.0,18.0,6710.0,-0.491281274,5.0,0,2.0,1.0,1.0,1.0,https://pensions.dk,inf███ens███s.d███,45 ███200███7,0,0,6764,36.0,36.3,234,5.18,23063,46.8,Email,30.82,0
Onet21.de,DE,EU,Cottbus,Domain Registrar,1-10,5.0,14.0,,private,1,1,2651438.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.onet21.de,pos███net███de,49-███7-5███527███,0,0,1786,0.0,37.6,40,4.14,13809,46.4,LinkedIn,27.11,0
Qianhai First Investment,Unknown,Unknown,Unknown,Finance,Unknown,30.0,14.0,,private,1,1,194695.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,,,,1,0,1663,45.3,44.8,180,9.61,32597,65.0,Email,45.95,1
Alpha College of Real Estate,US,Unknown,Chesapeake,Unknown,Unknown,30.0,40.0,1984.0,private,1,0,19154.0,0,0,0,none,,0,510806.0,2.0,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.alphacollegeofrealestate.com,,1 7███427███40,0,0,1650,31.2,25.5,156,5.92,41807,20.2,Phone,22.35,0
Slow Motion Projects,CH,EU,Zürich,Environmental Consulting,1-10,5.0,9.0,2015.0,private,1,1,2659898.0,0,0,0,none,,0,195183.5,1.0,1.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,https://slowmotionprojects.org,,,0,0,1609,15.4,57.4,58,6.96,14550,17.4,Email,24.08,0
Pascal Biosciences,US,Unknown,Seattle,Biotechnology,1-10,5.0,13.0,2011.0,public,1,1,119587.0,1,343750,1,grant,2021.0,1,97913.0,29.0,29.0,1587.5,-0.120360248,3.0,4,3.0,1.0,1.0,4.0,https://www.pascalbiosciences.com/,inf███asc███ios█████████om, 20███21-███3,0,1,1623,45.4,45.9,344,17.66,9979,62.2,Email,50.93,1
College Coach,US,Unknown,Watertown,Education,101-250,175.0,26.0,1998.0,private,1,1,433785.0,0,0,0,none,,0,1489611.0,48.0,48.0,12492.0,-0.059832919,41.0,0,1.0,1.0,1.0,1.0,http://getintocollege.com,,877███2-6███,1,0,12622,35.0,82.6,248,13.32,176975,66.3,Email,56.91,1
360 ONE Wealth,IN,AS,Mumbai,Financial Services,501-1000,750.0,16.0,2008.0,private,1,1,117377.0,1,0,1,private_equity,2022.0,1,195183.5,7.0,7.0,3530.0,-0.25464527,16.0,1,8.0,1.0,1.0,1.0,https://iiflwealth.com,cli███ser███ing█████████,91 ███487███600███,1,0,3532,57.3,40.2,191,18.0,386336,63.0,LinkedIn,54.89,1
PR Hacker,US,Unknown,San Francisco,Digital Marketing,11-50,30.0,11.0,2013.0,private,1,1,644986.0,0,0,0,none,,0,299990.0,22.0,22.0,1818.0,-0.120360248,3.0,1,1.0,1.0,1.0,1.0,http://www.prhacker.com/,tea███rha███r.c███,+1 ███3) ███-43███,0,0,1829,34.8,52.4,23,0.0,47684,53.4,Phone,32.75,0
Kindred Ventures,US,Unknown,San Francisco,Cloud Infrastructure,1-10,5.0,10.0,2014.0,private,1,1,3665.0,0,0,0,none,,0,59173.0,1.0,1.0,2528.0,-0.225015328,8.0,2,21.0,1.0,1.0,2.0,http://www.kindredventures.com,inf███ind███ven█████████,,0,0,2534,6.0,64.3,79,0.77,6225,36.9,LinkedIn,31.68,0
Contrivance Ventures,EE,EU,Tallinn,Unknown,1-10,5.0,4.0,2020.0,private,1,0,72049.0,0,0,0,none,,0,195183.5,3.0,3.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://contrivanceventures.com,inf███ont███anc█████████,,0,0,1622,25.9,33.4,133,6.07,16727,24.3,Phone,23.57,0
Jackson Insurance Agency,US,Unknown,Fayetteville,Auto Insurance,11-50,30.0,14.0,,private,1,1,1814881.0,0,0,0,none,,0,66057.0,7.0,7.0,1587.5,-0.120360248,14.0,0,3.0,1.0,1.0,1.0,https://www.jacksoninsuranceagency.com,,1 7███461███76,0,0,1714,17.9,57.4,212,2.37,19365,24.1,Phone,24.89,0
Allos Pharma,Unknown,Unknown,Unknown,Health Care,1-10,5.0,5.0,2019.0,private,1,1,481437.0,0,0,0,none,,0,195183.5,2.0,2.0,1587.5,-0.120360248,1.0,1,1.0,1.0,1.0,1.0,http://allospharma.com,con███t@a███sph█████████,,0,0,1595,20.8,40.8,347,2.29,28151,34.5,Phone,21.79,0
Brothers National,US,Unknown,Warrenton,Building Maintenance,51-100,75.0,4.0,2020.0,private,1,1,1461372.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,4.0,1,2.0,1.0,1.0,1.0,https://brothersnational.com,,,1,0,1588,22.7,30.8,165,19.51,48132,58.5,,41.09,1
Ashoka India Equity Investment Trust,GB,EU,London,Unknown,Unknown,30.0,6.0,2018.0,private,1,0,53713.0,0,0,0,none,,0,195183.5,3.0,3.0,60.0,-0.963746224,5.0,0,1.0,1.0,1.0,1.0,http://www.ashokaindiaequity.com/,,,0,0,70,37.5,47.9,347,1.83,25776,14.7,Phone,19.71,0
3D4Medical.com,IE,EU,Dublin,3D Technology,11-50,30.0,20.0,2004.0,private,0,1,112536.0,1,16399999,1,series_unknown,2015.0,1,620353.0,16.0,16.0,1587.5,-0.120360248,5.0,3,4.0,1.0,1.0,3.0,http://applications.3d4medical.com,inf███D4M███cal██████,+35███434███,0,1,1666,50.4,50.7,336,29.9,46470,76.3,Email,47.25,0
Best Prototypes Manufacturing Co.,CN,AS,Changan,Home Appliances,101-250,175.0,20.0,2004.0,private,1,1,1512977.0,0,0,0,none,,0,195183.5,4.0,4.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,http://www.best-prototypes.com,enq███y@b███-pr█████████com███,+86███9 8███496███,0,0,1632,12.6,39.2,70,0.0,100738,33.7,,25.46,0
The Fine Art Group,GB,EU,London,Art,11-50,30.0,23.0,2001.0,private,1,1,25702.0,0,0,0,none,,0,195183.5,25.0,25.0,2145.0,-0.922510025,50.0,2,1.0,1.0,1.0,2.0,http://www.fineartgroup.com,mai███ine███gro█████████,+97███ 44███37,1,1,2183,21.7,89.3,213,18.94,31993,79.4,Email,70.79,1
JourneyTEAM,US,Unknown,Draper,Information Technology,101-250,175.0,31.0,1993.0,private,1,1,220819.0,0,0,0,none,,0,2593200.0,34.0,34.0,7854.0,-0.314001223,135.0,1,5.0,1.0,1.0,1.0,http://journeyteam.com,inf███our███tea██████,800███9-6███,0,0,7867,21.1,66.7,64,9.39,223312,40.0,Event,40.29,0
Prisma,Unknown,Unknown,Unknown,Unknown,Unknown,30.0,14.0,,private,1,1,68477.0,0,0,0,none,,0,195183.5,16.0,16.0,1934.0,-0.898215883,5.0,0,3.0,1.0,1.0,1.0,https://prismafinance.com,,,0,0,1936,29.3,32.0,220,0.08,27160,57.7,Email,29.48,0
PvP Biologics,US,Unknown,San Diego,Biotechnology,11-50,30.0,8.0,2016.0,private,1,1,63474.0,1,35000000,2,series_unknown,2018.0,2,195183.5,14.0,14.0,78.0,-0.120360248,5.0,0,5.0,2.0,1.0,1.0,https://pvpbio.com/,,,1,0,121,52.4,45.1,307,10.16,25865,57.2,LinkedIn,47.86,1
BGS Venture,CA,Unknown,Toronto,Financial Services,1-10,5.0,13.0,2011.0,private,1,0,72197.0,0,0,0,none,,0,195183.5,6.0,6.0,1587.5,-0.120360248,1.0,0,3.0,1.0,1.0,1.0,http://www.bgsventure.com/,inf███gsv███ure██████,+1 ███-52███993███,0,0,1593,32.5,41.0,285,9.92,14221,38.9,Email,25.1,0
Teraport,DE,EU,Munich,Consulting,Unknown,30.0,14.0,,private,1,1,1197863.0,0,0,0,none,,0,195183.5,36.0,36.0,1587.5,-0.120360248,5.0,0,2.0,1.0,1.0,1.0,http://teraport.de,inf███era███t.d███,49-███965███670███,0,0,2119,32.9,38.3,184,2.51,26837,39.1,,27.02,0
Babilim Light Industries,GB,EU,Exeter,Computer,1-10,5.0,14.0,,private,1,1,3226291.0,0,0,0,none,,0,195183.5,1.0,1.0,1587.5,-0.120360248,5.0,1,1.0,1.0,1.0,1.0,http://www.babilim.co.uk/,ala███ir@███ili█████████,,1,0,1634,39.7,50.5,206,19.55,16613,67.9,LinkedIn,45.65,1
KMS Solutions,VN,AS,Ho Chi Minh City,Consulting,251-500,375.0,5.0,2019.0,private,1,1,264017.0,0,0,0,none,,0,195183.5,47.0,47.0,11321.0,1.313713468,4.0,0,6.0,1.0,1.0,1.0,https://kms-solutions.asia/,mar███ing███s-s█████████asi███,+84███ 38███997███,1,0,11329,48.3,47.4,98,11.95,201186,70.2,Email,54.08,1
Bank Of Canada,CA,Unknown,Ottawa,Unknown,1001-5000,3000.0,14.0,,private,1,0,37301.0,0,0,0,none,,0,123745201.0,20.0,20.0,1221238.0,0.411648162,680.0,3,1256.0,1.0,1.0,3.0,http://www.bankofcanada.ca,com███ica███ns@█████████ada██████,613███2-8███,0,0,1000008,21.1,86.9,241,6.81,7727781,57.4,Email,47.24,1
Control Vision,US,Unknown,Pittsburg,Public Transportation,1-10,5.0,43.0,1981.0,private,1,1,432945.0,0,0,0,none,,0,438392.0,5.0,5.0,1587.5,-0.120360248,2.0,0,1.0,1.0,1.0,1.0,http://www.controlvision.com,,620███1-6███,0,0,1604,18.0,40.6,157,2.44,27583,30.6,Phone,23.46,0
nokyooz,IN,AS,Bengaluru,Beauty,1-10,5.0,9.0,2015.0,private,0,1,2291412.0,0,0,0,none,,0,195183.5,3.0,3.0,1587.5,-0.120360248,5.0,3,1.0,1.0,1.0,3.0,http://www.nokyooz.com,,+49███16 ███990███,1,0,1601,40.6,48.8,97,10.4,17380,38.9,LinkedIn,33.28,0
Lagos Boats Booking and Rental,Unknown,Unknown,Unknown,Unknown,11-50,30.0,6.0,2018.0,private,1,1,2305442.0,0,0,0,none,,0,195183.5,4.0,4.0,1587.5,-0.120360248,5.0,0,1.0,1.0,1.0,1.0,https://lagosboats.com,inf███ago███ats██████,907███1 8███,1,0,1694,29.5,40.4,41,23.65,28077,57.6,Phone,44.06,1
Remmsoft,TR,AS,Bursa,Mobile Apps,1-10,5.0,11.0,2013.0,private,1,1,1420279.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,https://www.remmsoft.com,inf███emm███t.c███,+90███4 4███87 ███,0,1,1614,25.0,60.4,138,25.58,14085,60.6,Email,47.83,0
Operable,US,Unknown,Wake Forest,Cloud Infrastructure,1-10,5.0,9.0,2015.0,private,0,1,142559.0,1,2700000,1,seed,2015.0,2,195183.5,34.0,34.0,1587.5,-0.120360248,5.0,0,4.0,2.0,1.0,1.0,http://operable.io/,inf███per███e.i███,,1,1,1594,46.8,37.5,282,26.37,17329,66.5,LinkedIn,56.57,1
Delamode,GB,EU,Braintree,E-Commerce,501-1000,750.0,26.0,1998.0,private,1,1,409475.0,0,0,0,none,,0,4549701.0,27.0,27.0,1587.5,-0.120360248,1.0,1,1.0,1.0,1.0,1.0,https://www.delamode-group.com/en/,inf███k@d███mod█████████om,+44███)13███333██████,1,1,1929,24.7,57.6,226,29.11,604071,81.9,Phone,61.86,1
Airtouch,IL,AS,Hartuv,Renewable Energy,51-100,75.0,8.0,2016.0,public,1,1,493552.0,0,0,0,none,,0,195183.5,4.0,4.0,1587.5,-0.120360248,1.0,1,6.0,1.0,1.0,1.0,https://www.airtouchsolar.com/,Inf███irt███hso█████████,972███7 2███277███,0,0,1609,18.8,41.1,71,12.38,49990,40.5,Email,27.6,0
MyVocal,FR,EU,Paris,Audio,1-10,5.0,17.0,2007.0,private,1,1,1928386.0,0,0,0,none,,0,195183.5,6.0,6.0,1587.5,-0.120360248,5.0,0,2.0,1.0,1.0,1.0,http://www.myvocal.com,biz███@my███al.██████,+1.███.52███225███,1,1,1651,33.1,33.0,242,25.06,29224,87.3,Email,62.19,1
Passion Cycles,US,Unknown,Exton,Cycling,1-10,5.0,14.0,,private,1,1,1383800.0,0,0,0,none,,0,23252.0,34.0,34.0,1587.5,-0.120360248,5.0,0,1.0,1.0,1.0,1.0,https://cycle360trainer.com/,inf███ass███cyc█████████,610███8-9███,1,0,1595,28.4,54.9,17,10.33,5101,47.6,LinkedIn,43.38,1
Ministry of Economic Affairs (Innovation Credit),NL,EU,Haag,Unknown,Unknown,30.0,10.0,2014.0,private,1,1,161081.0,0,0,0,none,,0,195183.5,9.0,9.0,1587.5,-0.120360248,5.0,0,1.0,1.0,1.0,1.0,http://english.rvo.nl/subsidies-programmes/innovation-credit,,,1,0,1622,27.6,45.0,76,17.35,30088,61.8,,44.55,1
Blackrun Ventures,SG,AS,Singapore,Unknown,11-50,30.0,9.0,2015.0,private,1,0,104483.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,,con███t@b███kru██████,,0,0,1619,10.6,50.8,44,16.35,24831,38.5,Email,27.49,0
P&S Intelligence,IN,AS,Delhi,Consulting,51-100,75.0,10.0,2014.0,private,1,1,296494.0,0,0,0,none,,0,195183.5,10.0,10.0,39783.0,0.859192448,1.0,1,83.0,1.0,1.0,1.0,https://www.psmarketresearch.com,enq███y@p███rke█████████.co███,+1-███-96███455███,0,0,39784,41.2,50.6,342,5.27,49516,52.4,LinkedIn,37.1,0
Mar Vista,US,Unknown,Los Angeles,Accounting,11-50,30.0,17.0,2007.0,private,1,1,491487.0,0,0,0,none,,0,61008.0,21.0,21.0,1587.5,-0.120360248,14.0,0,2.0,1.0,1.0,1.0,https://marvistainvestments.com/,inf███arv███ain█████████.co███,1-3███917███00,1,0,2000,32.1,53.9,139,20.25,19475,53.4,Email,44.86,1
Misen Energy AB,SE,EU,Göteborg,Energy,101-250,175.0,20.0,2004.0,public,1,1,680851.0,0,0,0,none,,0,195183.5,6.0,6.0,1587.5,-0.120360248,5.0,0,28.0,1.0,1.0,1.0,http://www.misenenergy.se/en,inf███ise███erg██████,+46███ 75███0 7███,1,0,1726,44.5,39.3,176,9.91,100829,54.7,Phone,46.86,1
Grafes LP,Unknown,Unknown,Unknown,Consulting,1-10,5.0,4.0,2020.0,private,1,1,3305189.0,0,0,0,none,,0,863982.0,4.0,4.0,140.0,-0.068322981,5.0,0,3.0,1.0,1.0,1.0,https://www.grafes.gr/,gra███@gr███s.g███,+30███055███5,0,0,151,35.3,51.8,221,6.81,47790,23.3,Phone,23.7,0
CESA 7,US,Unknown,Green Bay,Consulting,251-500,375.0,14.0,,private,1,1,953848.0,0,0,0,none,,0,545059.0,18.0,18.0,2988.0,0.577613516,5.0,0,3.0,1.0,1.0,1.0,https://www.cesa7.org,con███tus███sa7██████,+1 ███ 49███960███,1,0,2991,44.2,44.0,91,13.2,218438,58.1,Email,46.41,1
MaxMedia,US,Unknown,Atlanta,Advertising,11-50,30.0,28.0,1996.0,private,1,1,532830.0,0,0,0,none,,0,480308.0,40.0,40.0,286.0,-0.758853288,14.0,2,1.0,1.0,1.0,2.0,http://maxmedia.com,,,1,0,319,24.9,56.7,21,24.33,40704,48.0,Phone,43.69,1
CloudPano,US,Unknown,Houston,Software,11-50,30.0,8.0,2016.0,private,1,1,312387.0,0,0,0,none,,0,291997.0,83.0,83.0,105154.0,-0.586972148,4.0,2,1.0,1.0,1.0,2.0,https://www.cloudpano.com/,sup███t@c███dpa█████████,+1 ███1) ███-87███,0,0,105176,4.1,26.0,171,12.99,34921,49.8,,29.87,0
XCHANGER.IO,GB,EU,London,Finance,1-10,5.0,8.0,2016.0,private,1,1,1062367.0,1,0,1,non_equity_assistance,2017.0,1,195183.5,9.0,9.0,741.0,5.0,5.0,1,3.0,1.0,1.0,1.0,http://www.xchanger.io,con███t@x███nge██████,,1,0,775,40.3,47.6,91,26.4,12486,68.2,,52.0,1
Accelerant Venture Capital,US,Unknown,Atlanta,Unknown,Unknown,30.0,15.0,2009.0,private,1,1,162185.0,0,0,0,none,,0,195183.5,1.0,1.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,http://accelerantventurecapital.com/index.html,,,0,0,1614,6.3,38.9,191,1.52,28282,49.5,Email,26.29,0
Angels4LifeSciences (A4LS),GB,EU,London,Finance,Unknown,30.0,12.0,2012.0,private,1,1,173234.0,0,0,0,none,,0,195183.5,1.0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.a4ls.com,w.w███@a4███com███,,0,0,1630,33.8,57.2,76,5.18,25490,25.1,Email,27.21,0
The Town Kitchen,US,Unknown,Oakland,Communities,1-10,5.0,9.0,2015.0,private,1,1,112683.0,1,1000000,3,seed,2017.0,6,855424.0,20.0,20.0,1587.5,-0.120360248,7.0,3,1.0,6.0,1.0,3.0,http://www.thetownkitchen.com,hel███the███nki█████████,,1,0,1763,51.2,50.6,280,16.88,62456,67.4,,51.05,1
Ciwen Media,CN,AS,Beijing Shi,Film,101-250,175.0,26.0,1998.0,private,1,1,88368.0,0,0,0,none,,0,195183.5,3.0,3.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,http://www.ciwen.com.cn,pin███nfa███ciw██████,010███409███,1,0,1634,33.9,45.9,363,11.72,97972,71.7,Email,43.71,1
Pacific Smiles Group,AU,OC,Greenhills,Fitness,501-1000,750.0,22.0,2002.0,public,1,1,665238.0,0,0,0,none,,0,195183.5,49.0,49.0,4479.0,0.65950352,7.0,0,10.0,1.0,1.0,1.0,https://www.pacificsmilesgroup.com.au/,,+61███493███000███,0,0,4483,12.8,49.5,178,5.66,398023,56.0,LinkedIn,32.67,0
